entity_id,entity_name,entity_type,news_id
COMPANY_Average_2,Average,Company,NEWS-89
COMPANY_Maximum_3,Maximum,Company,NEWS-89
COMPANY_Total_4,Total,Company,NEWS-89
COMPANY_Financial_5,Financial,Company,NEWS-89
COMPANY_COMP-15_0,COMP-15,Company,NEWS-90
COMPANY_Profile_1,Profile,Company,NEWS-90
COMPANY_Average_2,Average,Company,NEWS-90
COMPANY_Maximum_3,Maximum,Company,NEWS-90
COMPANY_Total_4,Total,Company,NEWS-90
COMPANY_Financial_5,Financial,Company,NEWS-90
COMPANY_COMP-15_0,COMP-15,Company,NEWS-91
COMPANY_Profile_1,Profile,Company,NEWS-91
COMPANY_Average_2,Average,Company,NEWS-91
COMPANY_Maximum_3,Maximum,Company,NEWS-91
COMPANY_Total_4,Total,Company,NEWS-91
COMPANY_Financial_5,Financial,Company,NEWS-91
COMPANY_COMP-16_0,COMP-16,Company,NEWS-92
COMPANY_Profile_1,Profile,Company,NEWS-92
COMPANY_Average_2,Average,Company,NEWS-92
COMPANY_Maximum_3,Maximum,Company,NEWS-92
COMPANY_Total_4,Total,Company,NEWS-92
COMPANY_Financial_5,Financial,Company,NEWS-92
COMPANY_COMP-16_0,COMP-16,Company,NEWS-93
COMPANY_Profile_1,Profile,Company,NEWS-93
COMPANY_Average_2,Average,Company,NEWS-93
COMPANY_Maximum_3,Maximum,Company,NEWS-93
COMPANY_Total_4,Total,Company,NEWS-93
COMPANY_Financial_5,Financial,Company,NEWS-93
COMPANY_COMP-16_0,COMP-16,Company,NEWS-94
COMPANY_Profile_1,Profile,Company,NEWS-94
COMPANY_Average_2,Average,Company,NEWS-94
COMPANY_Maximum_3,Maximum,Company,NEWS-94
COMPANY_Total_4,Total,Company,NEWS-94
COMPANY_Financial_5,Financial,Company,NEWS-94
COMPANY_COMP-16_0,COMP-16,Company,NEWS-95
COMPANY_Profile_1,Profile,Company,NEWS-95
COMPANY_Average_2,Average,Company,NEWS-95
COMPANY_Maximum_3,Maximum,Company,NEWS-95
COMPANY_Total_4,Total,Company,NEWS-95
COMPANY_Financial_5,Financial,Company,NEWS-95
COMPANY_COMP-16_0,COMP-16,Company,NEWS-96
COMPANY_Profile_1,Profile,Company,NEWS-96
COMPANY_Average_2,Average,Company,NEWS-96
COMPANY_Maximum_3,Maximum,Company,NEWS-96
COMPANY_Total_4,Total,Company,NEWS-96
COMPANY_Financial_5,Financial,Company,NEWS-96
COMPANY_COMP-16_0,COMP-16,Company,NEWS-97
COMPANY_Profile_1,Profile,Company,NEWS-97
COMPANY_Average_2,Average,Company,NEWS-97
COMPANY_Maximum_3,Maximum,Company,NEWS-97
COMPANY_Total_4,Total,Company,NEWS-97
COMPANY_Financial_5,Financial,Company,NEWS-97
COMPANY_COMP-16_0,COMP-16,Company,NEWS-98
COMPANY_Profile_1,Profile,Company,NEWS-98
COMPANY_Average_2,Average,Company,NEWS-98
COMPANY_Maximum_3,Maximum,Company,NEWS-98
COMPANY_Total_4,Total,Company,NEWS-98
COMPANY_Financial_5,Financial,Company,NEWS-98
COMPANY_COMP-16_0,COMP-16,Company,NEWS-99
COMPANY_Profile_1,Profile,Company,NEWS-99
COMPANY_Average_2,Average,Company,NEWS-99
COMPANY_Maximum_3,Maximum,Company,NEWS-99
COMPANY_Total_4,Total,Company,NEWS-99
COMPANY_Financial_5,Financial,Company,NEWS-99
COMPANY_COMP-17_0,COMP-17,Company,NEWS-100
COMPANY_Profile_1,Profile,Company,NEWS-100
COMPANY_Average_2,Average,Company,NEWS-100
COMPANY_Maximum_3,Maximum,Company,NEWS-100
COMPANY_Total_4,Total,Company,NEWS-100
COMPANY_Financial_5,Financial,Company,NEWS-100
COMPANY_COMP-17_0,COMP-17,Company,NEWS-101
COMPANY_Profile_1,Profile,Company,NEWS-101
COMPANY_Average_2,Average,Company,NEWS-101
COMPANY_Maximum_3,Maximum,Company,NEWS-101
COMPANY_Total_4,Total,Company,NEWS-101
COMPANY_Financial_5,Financial,Company,NEWS-101
COMPANY_COMP-17_0,COMP-17,Company,NEWS-102
COMPANY_Profile_1,Profile,Company,NEWS-102
COMPANY_Average_2,Average,Company,NEWS-102
COMPANY_Maximum_3,Maximum,Company,NEWS-102
COMPANY_Total_4,Total,Company,NEWS-102
COMPANY_Financial_5,Financial,Company,NEWS-102
COMPANY_COMP-17_0,COMP-17,Company,NEWS-103
COMPANY_Profile_1,Profile,Company,NEWS-103
COMPANY_Average_2,Average,Company,NEWS-103
COMPANY_Maximum_3,Maximum,Company,NEWS-103
COMPANY_Total_4,Total,Company,NEWS-103
COMPANY_Financial_5,Financial,Company,NEWS-103
COMPANY_COMP-17_0,COMP-17,Company,NEWS-104
COMPANY_Profile_1,Profile,Company,NEWS-104
COMPANY_Average_2,Average,Company,NEWS-104
COMPANY_Maximum_3,Maximum,Company,NEWS-104
COMPANY_Total_4,Total,Company,NEWS-104
COMPANY_Financial_5,Financial,Company,NEWS-104
COMPANY_COMP-17_0,COMP-17,Company,NEWS-105
COMPANY_Profile_1,Profile,Company,NEWS-105
COMPANY_Average_2,Average,Company,NEWS-105
COMPANY_Maximum_3,Maximum,Company,NEWS-105
COMPANY_Total_4,Total,Company,NEWS-105
COMPANY_Financial_5,Financial,Company,NEWS-105
COMPANY_COMP-17_0,COMP-17,Company,NEWS-106
COMPANY_Profile_1,Profile,Company,NEWS-106
COMPANY_Average_2,Average,Company,NEWS-106
COMPANY_Maximum_3,Maximum,Company,NEWS-106
COMPANY_Total_4,Total,Company,NEWS-106
COMPANY_Financial_5,Financial,Company,NEWS-106
COMPANY_COMP-17_0,COMP-17,Company,NEWS-107
COMPANY_Profile_1,Profile,Company,NEWS-107
COMPANY_Average_2,Average,Company,NEWS-107
COMPANY_Maximum_3,Maximum,Company,NEWS-107
COMPANY_Total_4,Total,Company,NEWS-107
COMPANY_Financial_5,Financial,Company,NEWS-107
COMPANY_COMP-17_0,COMP-17,Company,NEWS-108
COMPANY_Profile_1,Profile,Company,NEWS-108
COMPANY_Average_2,Average,Company,NEWS-108
COMPANY_Maximum_3,Maximum,Company,NEWS-108
COMPANY_Total_4,Total,Company,NEWS-108
COMPANY_Financial_5,Financial,Company,NEWS-108
COMPANY_COMP-17_0,COMP-17,Company,NEWS-109
COMPANY_Profile_1,Profile,Company,NEWS-109
COMPANY_Average_2,Average,Company,NEWS-109
COMPANY_Maximum_3,Maximum,Company,NEWS-109
COMPANY_Total_4,Total,Company,NEWS-109
COMPANY_Financial_5,Financial,Company,NEWS-109
COMPANY_COMP-18_0,COMP-18,Company,NEWS-110
COMPANY_Profile_1,Profile,Company,NEWS-110
COMPANY_Average_2,Average,Company,NEWS-110
COMPANY_Maximum_3,Maximum,Company,NEWS-110
COMPANY_Total_4,Total,Company,NEWS-110
COMPANY_Financial_5,Financial,Company,NEWS-110
COMPANY_COMP-18_0,COMP-18,Company,NEWS-111
COMPANY_Profile_1,Profile,Company,NEWS-111
COMPANY_Average_2,Average,Company,NEWS-111
COMPANY_Maximum_3,Maximum,Company,NEWS-111
COMPANY_Total_4,Total,Company,NEWS-111
COMPANY_Financial_5,Financial,Company,NEWS-111
COMPANY_COMP-18_0,COMP-18,Company,NEWS-112
COMPANY_Profile_1,Profile,Company,NEWS-112
COMPANY_Average_2,Average,Company,NEWS-112
COMPANY_Maximum_3,Maximum,Company,NEWS-112
COMPANY_Total_4,Total,Company,NEWS-112
COMPANY_Financial_5,Financial,Company,NEWS-112
COMPANY_COMP-18_0,COMP-18,Company,NEWS-113
COMPANY_Profile_1,Profile,Company,NEWS-113
COMPANY_Average_2,Average,Company,NEWS-113
COMPANY_Maximum_3,Maximum,Company,NEWS-113
COMPANY_Total_4,Total,Company,NEWS-113
COMPANY_Financial_5,Financial,Company,NEWS-113
COMPANY_COMP-18_0,COMP-18,Company,NEWS-114
COMPANY_Profile_1,Profile,Company,NEWS-114
COMPANY_Average_2,Average,Company,NEWS-114
COMPANY_Maximum_3,Maximum,Company,NEWS-114
COMPANY_Total_4,Total,Company,NEWS-114
COMPANY_Financial_5,Financial,Company,NEWS-114
COMPANY_COMP-18_0,COMP-18,Company,NEWS-115
COMPANY_Profile_1,Profile,Company,NEWS-115
COMPANY_Average_2,Average,Company,NEWS-115
COMPANY_Maximum_3,Maximum,Company,NEWS-115
COMPANY_Total_4,Total,Company,NEWS-115
COMPANY_Financial_5,Financial,Company,NEWS-115
COMPANY_COMP-18_0,COMP-18,Company,NEWS-116
COMPANY_Profile_1,Profile,Company,NEWS-116
COMPANY_Average_2,Average,Company,NEWS-116
COMPANY_Maximum_3,Maximum,Company,NEWS-116
COMPANY_Total_4,Total,Company,NEWS-116
COMPANY_Financial_5,Financial,Company,NEWS-116
COMPANY_COMP-18_0,COMP-18,Company,NEWS-117
COMPANY_Profile_1,Profile,Company,NEWS-117
COMPANY_Average_2,Average,Company,NEWS-117
COMPANY_Maximum_3,Maximum,Company,NEWS-117
COMPANY_Total_4,Total,Company,NEWS-117
COMPANY_Financial_5,Financial,Company,NEWS-117
COMPANY_COMP-18_0,COMP-18,Company,NEWS-118
COMPANY_Profile_1,Profile,Company,NEWS-118
COMPANY_Average_2,Average,Company,NEWS-118
COMPANY_Maximum_3,Maximum,Company,NEWS-118
COMPANY_Total_4,Total,Company,NEWS-118
COMPANY_Financial_5,Financial,Company,NEWS-118
COMPANY_COMP-18_0,COMP-18,Company,NEWS-119
COMPANY_Profile_1,Profile,Company,NEWS-119
COMPANY_Average_2,Average,Company,NEWS-119
COMPANY_Maximum_3,Maximum,Company,NEWS-119
COMPANY_Total_4,Total,Company,NEWS-119
COMPANY_Financial_5,Financial,Company,NEWS-119
COMPANY_COMP-18_0,COMP-18,Company,NEWS-120
COMPANY_Profile_1,Profile,Company,NEWS-120
COMPANY_Average_2,Average,Company,NEWS-120
COMPANY_Maximum_3,Maximum,Company,NEWS-120
COMPANY_Total_4,Total,Company,NEWS-120
COMPANY_Financial_5,Financial,Company,NEWS-120
COMPANY_COMP-18_0,COMP-18,Company,NEWS-121
COMPANY_Profile_1,Profile,Company,NEWS-121
COMPANY_Average_2,Average,Company,NEWS-121
COMPANY_Maximum_3,Maximum,Company,NEWS-121
COMPANY_Total_4,Total,Company,NEWS-121
COMPANY_Financial_5,Financial,Company,NEWS-121
COMPANY_COMP-19_0,COMP-19,Company,NEWS-122
COMPANY_Profile_1,Profile,Company,NEWS-122
COMPANY_Average_2,Average,Company,NEWS-122
COMPANY_Maximum_3,Maximum,Company,NEWS-122
COMPANY_Total_4,Total,Company,NEWS-122
COMPANY_Financial_5,Financial,Company,NEWS-122
COMPANY_COMP-19_0,COMP-19,Company,NEWS-123
COMPANY_Profile_1,Profile,Company,NEWS-123
COMPANY_Average_2,Average,Company,NEWS-123
COMPANY_Maximum_3,Maximum,Company,NEWS-123
COMPANY_Total_4,Total,Company,NEWS-123
COMPANY_Financial_5,Financial,Company,NEWS-123
COMPANY_COMP-19_0,COMP-19,Company,NEWS-124
COMPANY_Profile_1,Profile,Company,NEWS-124
COMPANY_Average_2,Average,Company,NEWS-124
COMPANY_Maximum_3,Maximum,Company,NEWS-124
COMPANY_Total_4,Total,Company,NEWS-124
COMPANY_Financial_5,Financial,Company,NEWS-124
COMPANY_COMP-19_0,COMP-19,Company,NEWS-125
COMPANY_Profile_1,Profile,Company,NEWS-125
COMPANY_Average_2,Average,Company,NEWS-125
COMPANY_Maximum_3,Maximum,Company,NEWS-125
COMPANY_Total_4,Total,Company,NEWS-125
COMPANY_Financial_5,Financial,Company,NEWS-125
COMPANY_COMP-19_0,COMP-19,Company,NEWS-126
COMPANY_Profile_1,Profile,Company,NEWS-126
COMPANY_Average_2,Average,Company,NEWS-126
COMPANY_Maximum_3,Maximum,Company,NEWS-126
COMPANY_Total_4,Total,Company,NEWS-126
COMPANY_Financial_5,Financial,Company,NEWS-126
COMPANY_COMP-19_0,COMP-19,Company,NEWS-127
COMPANY_Profile_1,Profile,Company,NEWS-127
COMPANY_Average_2,Average,Company,NEWS-127
COMPANY_Maximum_3,Maximum,Company,NEWS-127
COMPANY_Total_4,Total,Company,NEWS-127
COMPANY_Financial_5,Financial,Company,NEWS-127
COMPANY_COMP-19_0,COMP-19,Company,NEWS-128
COMPANY_Profile_1,Profile,Company,NEWS-128
COMPANY_Average_2,Average,Company,NEWS-128
COMPANY_Maximum_3,Maximum,Company,NEWS-128
COMPANY_Total_4,Total,Company,NEWS-128
COMPANY_Financial_5,Financial,Company,NEWS-128
COMPANY_COMP-19_0,COMP-19,Company,NEWS-129
COMPANY_Profile_1,Profile,Company,NEWS-129
COMPANY_Average_2,Average,Company,NEWS-129
COMPANY_Maximum_3,Maximum,Company,NEWS-129
COMPANY_Total_4,Total,Company,NEWS-129
COMPANY_Financial_5,Financial,Company,NEWS-129
COMPANY_COMP-19_0,COMP-19,Company,NEWS-130
COMPANY_Profile_1,Profile,Company,NEWS-130
COMPANY_Average_2,Average,Company,NEWS-130
COMPANY_Maximum_3,Maximum,Company,NEWS-130
COMPANY_Total_4,Total,Company,NEWS-130
COMPANY_Financial_5,Financial,Company,NEWS-130
COMPANY_COMP-19_0,COMP-19,Company,NEWS-131
COMPANY_Profile_1,Profile,Company,NEWS-131
COMPANY_Average_2,Average,Company,NEWS-131
COMPANY_Maximum_3,Maximum,Company,NEWS-131
COMPANY_Total_4,Total,Company,NEWS-131
COMPANY_Financial_5,Financial,Company,NEWS-131
COMPANY_COMP-19_0,COMP-19,Company,NEWS-132
COMPANY_Profile_1,Profile,Company,NEWS-132
COMPANY_Average_2,Average,Company,NEWS-132
COMPANY_Maximum_3,Maximum,Company,NEWS-132
COMPANY_Total_4,Total,Company,NEWS-132
COMPANY_Financial_5,Financial,Company,NEWS-132
COMPANY_COMP-19_0,COMP-19,Company,NEWS-133
COMPANY_Profile_1,Profile,Company,NEWS-133
COMPANY_Average_2,Average,Company,NEWS-133
COMPANY_Maximum_3,Maximum,Company,NEWS-133
COMPANY_Total_4,Total,Company,NEWS-133
COMPANY_Financial_5,Financial,Company,NEWS-133
COMPANY_COMP-19_0,COMP-19,Company,NEWS-134
COMPANY_Profile_1,Profile,Company,NEWS-134
COMPANY_Average_2,Average,Company,NEWS-134
COMPANY_Maximum_3,Maximum,Company,NEWS-134
COMPANY_Total_4,Total,Company,NEWS-134
COMPANY_Financial_5,Financial,Company,NEWS-134
COMPANY_COMP-19_0,COMP-19,Company,NEWS-135
COMPANY_Profile_1,Profile,Company,NEWS-135
COMPANY_Average_2,Average,Company,NEWS-135
COMPANY_Maximum_3,Maximum,Company,NEWS-135
COMPANY_Total_4,Total,Company,NEWS-135
COMPANY_Financial_5,Financial,Company,NEWS-135
COMPANY_COMP-2_0,COMP-2,Company,NEWS-136
COMPANY_Profile_1,Profile,Company,NEWS-136
COMPANY_Average_2,Average,Company,NEWS-136
COMPANY_Maximum_3,Maximum,Company,NEWS-136
COMPANY_Total_4,Total,Company,NEWS-136
COMPANY_Financial_5,Financial,Company,NEWS-136
COMPANY_COMP-2_0,COMP-2,Company,NEWS-137
COMPANY_Profile_1,Profile,Company,NEWS-137
COMPANY_Average_2,Average,Company,NEWS-137
COMPANY_Maximum_3,Maximum,Company,NEWS-137
COMPANY_Total_4,Total,Company,NEWS-137
COMPANY_Financial_5,Financial,Company,NEWS-137
COMPANY_COMP-2_0,COMP-2,Company,NEWS-138
COMPANY_Profile_1,Profile,Company,NEWS-138
COMPANY_Average_2,Average,Company,NEWS-138
COMPANY_Maximum_3,Maximum,Company,NEWS-138
COMPANY_Total_4,Total,Company,NEWS-138
COMPANY_Financial_5,Financial,Company,NEWS-138
COMPANY_COMP-2_0,COMP-2,Company,NEWS-139
COMPANY_Profile_1,Profile,Company,NEWS-139
COMPANY_Average_2,Average,Company,NEWS-139
COMPANY_Maximum_3,Maximum,Company,NEWS-139
COMPANY_Total_4,Total,Company,NEWS-139
COMPANY_Financial_5,Financial,Company,NEWS-139
COMPANY_COMP-2_0,COMP-2,Company,NEWS-140
COMPANY_Profile_1,Profile,Company,NEWS-140
COMPANY_Average_2,Average,Company,NEWS-140
COMPANY_Maximum_3,Maximum,Company,NEWS-140
COMPANY_Total_4,Total,Company,NEWS-140
COMPANY_Financial_5,Financial,Company,NEWS-140
COMPANY_COMP-2_0,COMP-2,Company,NEWS-141
COMPANY_Profile_1,Profile,Company,NEWS-141
COMPANY_Average_2,Average,Company,NEWS-141
COMPANY_Maximum_3,Maximum,Company,NEWS-141
COMPANY_Total_4,Total,Company,NEWS-141
COMPANY_Financial_5,Financial,Company,NEWS-141
COMPANY_COMP-2_0,COMP-2,Company,NEWS-142
COMPANY_Profile_1,Profile,Company,NEWS-142
COMPANY_Average_2,Average,Company,NEWS-142
COMPANY_Maximum_3,Maximum,Company,NEWS-142
COMPANY_Total_4,Total,Company,NEWS-142
COMPANY_Financial_5,Financial,Company,NEWS-142
COMPANY_COMP-2_0,COMP-2,Company,NEWS-143
COMPANY_Profile_1,Profile,Company,NEWS-143
COMPANY_Average_2,Average,Company,NEWS-143
COMPANY_Maximum_3,Maximum,Company,NEWS-143
COMPANY_Total_4,Total,Company,NEWS-143
COMPANY_Financial_5,Financial,Company,NEWS-143
COMPANY_COMP-2_0,COMP-2,Company,NEWS-144
COMPANY_Profile_1,Profile,Company,NEWS-144
COMPANY_Average_2,Average,Company,NEWS-144
COMPANY_Maximum_3,Maximum,Company,NEWS-144
COMPANY_Total_4,Total,Company,NEWS-144
COMPANY_Financial_5,Financial,Company,NEWS-144
COMPANY_COMP-2_0,COMP-2,Company,NEWS-145
COMPANY_Profile_1,Profile,Company,NEWS-145
COMPANY_Average_2,Average,Company,NEWS-145
COMPANY_Maximum_3,Maximum,Company,NEWS-145
COMPANY_Total_4,Total,Company,NEWS-145
COMPANY_Financial_5,Financial,Company,NEWS-145
COMPANY_COMP-2_0,COMP-2,Company,NEWS-146
COMPANY_Profile_1,Profile,Company,NEWS-146
COMPANY_Average_2,Average,Company,NEWS-146
COMPANY_Maximum_3,Maximum,Company,NEWS-146
COMPANY_Total_4,Total,Company,NEWS-146
COMPANY_Financial_5,Financial,Company,NEWS-146
COMPANY_COMP-2_0,COMP-2,Company,NEWS-147
COMPANY_Profile_1,Profile,Company,NEWS-147
COMPANY_Average_2,Average,Company,NEWS-147
COMPANY_Maximum_3,Maximum,Company,NEWS-147
COMPANY_Total_4,Total,Company,NEWS-147
COMPANY_Financial_5,Financial,Company,NEWS-147
COMPANY_COMP-20_0,COMP-20,Company,NEWS-148
COMPANY_Profile_1,Profile,Company,NEWS-148
COMPANY_Average_2,Average,Company,NEWS-148
COMPANY_Maximum_3,Maximum,Company,NEWS-148
COMPANY_Total_4,Total,Company,NEWS-148
COMPANY_Financial_5,Financial,Company,NEWS-148
COMPANY_COMP-20_0,COMP-20,Company,NEWS-149
COMPANY_Profile_1,Profile,Company,NEWS-149
COMPANY_Average_2,Average,Company,NEWS-149
COMPANY_Maximum_3,Maximum,Company,NEWS-149
COMPANY_Total_4,Total,Company,NEWS-149
COMPANY_Financial_5,Financial,Company,NEWS-149
COMPANY_COMP-20_0,COMP-20,Company,NEWS-150
COMPANY_Profile_1,Profile,Company,NEWS-150
COMPANY_Average_2,Average,Company,NEWS-150
COMPANY_Maximum_3,Maximum,Company,NEWS-150
COMPANY_Total_4,Total,Company,NEWS-150
COMPANY_Financial_5,Financial,Company,NEWS-150
COMPANY_COMP-20_0,COMP-20,Company,NEWS-151
COMPANY_Profile_1,Profile,Company,NEWS-151
COMPANY_Average_2,Average,Company,NEWS-151
COMPANY_Maximum_3,Maximum,Company,NEWS-151
COMPANY_Total_4,Total,Company,NEWS-151
COMPANY_Financial_5,Financial,Company,NEWS-151
COMPANY_COMP-20_0,COMP-20,Company,NEWS-152
COMPANY_Profile_1,Profile,Company,NEWS-152
COMPANY_Average_2,Average,Company,NEWS-152
COMPANY_Maximum_3,Maximum,Company,NEWS-152
COMPANY_Total_4,Total,Company,NEWS-152
COMPANY_Financial_5,Financial,Company,NEWS-152
COMPANY_COMP-20_0,COMP-20,Company,NEWS-153
COMPANY_Profile_1,Profile,Company,NEWS-153
COMPANY_Average_2,Average,Company,NEWS-153
COMPANY_Maximum_3,Maximum,Company,NEWS-153
COMPANY_Total_4,Total,Company,NEWS-153
COMPANY_Financial_5,Financial,Company,NEWS-153
COMPANY_COMP-20_0,COMP-20,Company,NEWS-154
COMPANY_Profile_1,Profile,Company,NEWS-154
COMPANY_Average_2,Average,Company,NEWS-154
COMPANY_Maximum_3,Maximum,Company,NEWS-154
COMPANY_Total_4,Total,Company,NEWS-154
COMPANY_Financial_5,Financial,Company,NEWS-154
COMPANY_COMP-20_0,COMP-20,Company,NEWS-155
COMPANY_Profile_1,Profile,Company,NEWS-155
COMPANY_Average_2,Average,Company,NEWS-155
COMPANY_Maximum_3,Maximum,Company,NEWS-155
COMPANY_Total_4,Total,Company,NEWS-155
COMPANY_Financial_5,Financial,Company,NEWS-155
COMPANY_COMP-20_0,COMP-20,Company,NEWS-156
COMPANY_Profile_1,Profile,Company,NEWS-156
COMPANY_Average_2,Average,Company,NEWS-156
COMPANY_Maximum_3,Maximum,Company,NEWS-156
COMPANY_Total_4,Total,Company,NEWS-156
COMPANY_Financial_5,Financial,Company,NEWS-156
COMPANY_COMP-20_0,COMP-20,Company,NEWS-157
COMPANY_Profile_1,Profile,Company,NEWS-157
COMPANY_Average_2,Average,Company,NEWS-157
COMPANY_Maximum_3,Maximum,Company,NEWS-157
COMPANY_Total_4,Total,Company,NEWS-157
COMPANY_Financial_5,Financial,Company,NEWS-157
COMPANY_COMP-20_0,COMP-20,Company,NEWS-158
COMPANY_Profile_1,Profile,Company,NEWS-158
COMPANY_Average_2,Average,Company,NEWS-158
COMPANY_Maximum_3,Maximum,Company,NEWS-158
COMPANY_Total_4,Total,Company,NEWS-158
COMPANY_Financial_5,Financial,Company,NEWS-158
COMPANY_COMP-21_0,COMP-21,Company,NEWS-159
COMPANY_Profile_1,Profile,Company,NEWS-159
COMPANY_Average_2,Average,Company,NEWS-159
COMPANY_Maximum_3,Maximum,Company,NEWS-159
COMPANY_Total_4,Total,Company,NEWS-159
COMPANY_Financial_5,Financial,Company,NEWS-159
COMPANY_COMP-21_0,COMP-21,Company,NEWS-160
COMPANY_Profile_1,Profile,Company,NEWS-160
COMPANY_Average_2,Average,Company,NEWS-160
COMPANY_Maximum_3,Maximum,Company,NEWS-160
COMPANY_Total_4,Total,Company,NEWS-160
COMPANY_Financial_5,Financial,Company,NEWS-160
COMPANY_COMP-21_0,COMP-21,Company,NEWS-161
COMPANY_Profile_1,Profile,Company,NEWS-161
COMPANY_Average_2,Average,Company,NEWS-161
COMPANY_Maximum_3,Maximum,Company,NEWS-161
COMPANY_Total_4,Total,Company,NEWS-161
COMPANY_Financial_5,Financial,Company,NEWS-161
COMPANY_COMP-21_0,COMP-21,Company,NEWS-162
COMPANY_Profile_1,Profile,Company,NEWS-162
COMPANY_Average_2,Average,Company,NEWS-162
COMPANY_Maximum_3,Maximum,Company,NEWS-162
COMPANY_Total_4,Total,Company,NEWS-162
COMPANY_Financial_5,Financial,Company,NEWS-162
COMPANY_COMP-21_0,COMP-21,Company,NEWS-163
COMPANY_Profile_1,Profile,Company,NEWS-163
COMPANY_Average_2,Average,Company,NEWS-163
COMPANY_Maximum_3,Maximum,Company,NEWS-163
COMPANY_Total_4,Total,Company,NEWS-163
COMPANY_Financial_5,Financial,Company,NEWS-163
COMPANY_COMP-21_0,COMP-21,Company,NEWS-164
COMPANY_Profile_1,Profile,Company,NEWS-164
COMPANY_Average_2,Average,Company,NEWS-164
COMPANY_Maximum_3,Maximum,Company,NEWS-164
COMPANY_Total_4,Total,Company,NEWS-164
COMPANY_Financial_5,Financial,Company,NEWS-164
COMPANY_COMP-21_0,COMP-21,Company,NEWS-165
COMPANY_Profile_1,Profile,Company,NEWS-165
COMPANY_Average_2,Average,Company,NEWS-165
COMPANY_Maximum_3,Maximum,Company,NEWS-165
COMPANY_Total_4,Total,Company,NEWS-165
COMPANY_Financial_5,Financial,Company,NEWS-165
COMPANY_COMP-21_0,COMP-21,Company,NEWS-166
COMPANY_Profile_1,Profile,Company,NEWS-166
COMPANY_Average_2,Average,Company,NEWS-166
COMPANY_Maximum_3,Maximum,Company,NEWS-166
COMPANY_Total_4,Total,Company,NEWS-166
COMPANY_Financial_5,Financial,Company,NEWS-166
COMPANY_COMP-22_0,COMP-22,Company,NEWS-167
COMPANY_Profile_1,Profile,Company,NEWS-167
COMPANY_Average_2,Average,Company,NEWS-167
COMPANY_Maximum_3,Maximum,Company,NEWS-167
COMPANY_Total_4,Total,Company,NEWS-167
COMPANY_Financial_5,Financial,Company,NEWS-167
COMPANY_COMP-22_0,COMP-22,Company,NEWS-168
COMPANY_Profile_1,Profile,Company,NEWS-168
COMPANY_Average_2,Average,Company,NEWS-168
COMPANY_Maximum_3,Maximum,Company,NEWS-168
COMPANY_Total_4,Total,Company,NEWS-168
COMPANY_Financial_5,Financial,Company,NEWS-168
COMPANY_COMP-22_0,COMP-22,Company,NEWS-169
COMPANY_Profile_1,Profile,Company,NEWS-169
COMPANY_Average_2,Average,Company,NEWS-169
COMPANY_Maximum_3,Maximum,Company,NEWS-169
COMPANY_Total_4,Total,Company,NEWS-169
COMPANY_Financial_5,Financial,Company,NEWS-169
COMPANY_COMP-22_0,COMP-22,Company,NEWS-170
COMPANY_Profile_1,Profile,Company,NEWS-170
COMPANY_Average_2,Average,Company,NEWS-170
COMPANY_Maximum_3,Maximum,Company,NEWS-170
COMPANY_Total_4,Total,Company,NEWS-170
COMPANY_Financial_5,Financial,Company,NEWS-170
COMPANY_COMP-22_0,COMP-22,Company,NEWS-171
COMPANY_Profile_1,Profile,Company,NEWS-171
COMPANY_Average_2,Average,Company,NEWS-171
COMPANY_Maximum_3,Maximum,Company,NEWS-171
COMPANY_Total_4,Total,Company,NEWS-171
COMPANY_Financial_5,Financial,Company,NEWS-171
COMPANY_COMP-22_0,COMP-22,Company,NEWS-172
COMPANY_Profile_1,Profile,Company,NEWS-172
COMPANY_Average_2,Average,Company,NEWS-172
COMPANY_Maximum_3,Maximum,Company,NEWS-172
COMPANY_Total_4,Total,Company,NEWS-172
COMPANY_Financial_5,Financial,Company,NEWS-172
COMPANY_COMP-22_0,COMP-22,Company,NEWS-173
COMPANY_Profile_1,Profile,Company,NEWS-173
COMPANY_Average_2,Average,Company,NEWS-173
COMPANY_Maximum_3,Maximum,Company,NEWS-173
COMPANY_Total_4,Total,Company,NEWS-173
COMPANY_Financial_5,Financial,Company,NEWS-173
COMPANY_COMP-22_0,COMP-22,Company,NEWS-174
COMPANY_Profile_1,Profile,Company,NEWS-174
COMPANY_Average_2,Average,Company,NEWS-174
COMPANY_Maximum_3,Maximum,Company,NEWS-174
COMPANY_Total_4,Total,Company,NEWS-174
COMPANY_Financial_5,Financial,Company,NEWS-174
COMPANY_COMP-22_0,COMP-22,Company,NEWS-175
COMPANY_Profile_1,Profile,Company,NEWS-175
COMPANY_Average_2,Average,Company,NEWS-175
COMPANY_Maximum_3,Maximum,Company,NEWS-175
COMPANY_Total_4,Total,Company,NEWS-175
COMPANY_Financial_5,Financial,Company,NEWS-175
COMPANY_COMP-22_0,COMP-22,Company,NEWS-176
COMPANY_Profile_1,Profile,Company,NEWS-176
COMPANY_Average_2,Average,Company,NEWS-176
COMPANY_Maximum_3,Maximum,Company,NEWS-176
COMPANY_Total_4,Total,Company,NEWS-176
COMPANY_Financial_5,Financial,Company,NEWS-176
COMPANY_COMP-22_0,COMP-22,Company,NEWS-177
COMPANY_Profile_1,Profile,Company,NEWS-177
COMPANY_Average_2,Average,Company,NEWS-177
COMPANY_Maximum_3,Maximum,Company,NEWS-177
COMPANY_Total_4,Total,Company,NEWS-177
